gss.code,age.group,sex,relationship,year,inst.popn
E06000005,TOT,M,S,2011,313
E06000005,0_4,F,C,2011,0
E06000005,5_9,F,C,2011,0
E06000005,10_14,F,C,2011,0
E06000005,15_19,F,C,2011,0
E06000005,20_24,F,C,2011,0
E06000005,25_29,F,C,2011,0
E06000005,30_34,F,C,2011,0
E06000005,35_39,F,C,2011,0
E06000005,40_44,F,C,2011,5
E06000005,45_49,F,C,2011,0
E06000005,50_54,F,C,2011,0
E06000005,55_59,F,C,2011,4
E06000005,60_64,F,C,2011,0
E06000005,65_69,F,C,2011,5
E06000005,70_74,F,C,2011,8
E06000005,75_79,F,C,2011,18
E06000005,80_84,F,C,2011,21
E06000005,85&,F,C,2011,34
E06000005,TOT,F,C,2011,95
E06000005,0_4,F,P,2011,0
E06000005,5_9,F,P,2011,0
E06000005,10_14,F,P,2011,0
E06000005,15_19,F,P,2011,0
E06000005,20_24,F,P,2011,0
E06000005,25_29,F,P,2011,0
E06000005,30_34,F,P,2011,2
E06000005,35_39,F,P,2011,0
E06000005,40_44,F,P,2011,0
E06000005,45_49,F,P,2011,1
E06000005,50_54,F,P,2011,3
E06000005,55_59,F,P,2011,2
E06000005,60_64,F,P,2011,8
E06000005,65_69,F,P,2011,10
E06000005,70_74,F,P,2011,19
E06000005,75_79,F,P,2011,45
E06000005,80_84,F,P,2011,91
E06000005,85&,F,P,2011,359
E06000005,TOT,F,P,2011,540
E06000005,0_4,F,S,2011,4
E06000005,5_9,F,S,2011,4
E06000005,10_14,F,S,2011,17
E06000005,15_19,F,S,2011,43
E06000005,20_24,F,S,2011,18
E06000005,25_29,F,S,2011,19
E06000005,30_34,F,S,2011,13
E06000005,35_39,F,S,2011,16
E06000005,40_44,F,S,2011,7
E06000005,45_49,F,S,2011,7
E06000005,50_54,F,S,2011,9
E06000005,55_59,F,S,2011,8
E06000005,60_64,F,S,2011,14
E06000005,65_69,F,S,2011,8
E06000005,70_74,F,S,2011,10
E06000005,75_79,F,S,2011,8
E06000005,80_84,F,S,2011,16
E06000005,85&,F,S,2011,48
E06000005,TOT,F,S,2011,271
E06000005,0_4,M,C,2012,0
E06000005,5_9,M,C,2012,0
E06000005,10_14,M,C,2012,0
E06000005,15_19,M,C,2012,0
E06000005,20_24,M,C,2012,0
E06000005,25_29,M,C,2012,2
E06000005,30_34,M,C,2012,10
E06000005,35_39,M,C,2012,1
E06000005,40_44,M,C,2012,2
E06000005,45_49,M,C,2012,3
E06000005,50_54,M,C,2012,0
E06000005,55_59,M,C,2012,3
E06000005,60_64,M,C,2012,0
E06000005,65_69,M,C,2012,5
E06000005,70_74,M,C,2012,15
E06000005,75_79,M,C,2012,20
E06000005,80_84,M,C,2012,9
E06000005,85&,M,C,2012,33
E06000005,TOT,M,C,2012,101
E06000005,0_4,M,P,2012,0
E06000005,5_9,M,P,2012,0
E06000005,10_14,M,P,2012,0
E06000005,15_19,M,P,2012,0
E06000005,20_24,M,P,2012,0
E06000005,25_29,M,P,2012,2
E06000005,30_34,M,P,2012,3
E06000005,35_39,M,P,2012,0
E06000005,40_44,M,P,2012,4
E06000005,45_49,M,P,2012,8
E06000005,50_54,M,P,2012,4
E06000005,55_59,M,P,2012,3
E06000005,60_64,M,P,2012,4
E06000005,65_69,M,P,2012,2
E06000005,70_74,M,P,2012,8
E06000005,75_79,M,P,2012,9
E06000005,80_84,M,P,2012,30
E06000005,85&,M,P,2012,66
E06000005,TOT,M,P,2012,142
E06000005,0_4,M,S,2012,4
E06000005,5_9,M,S,2012,4
E06000005,10_14,M,S,2012,7
E06000005,15_19,M,S,2012,31
E06000005,20_24,M,S,2012,20
E06000005,25_29,M,S,2012,21
E06000005,30_34,M,S,2012,24
E06000005,35_39,M,S,2012,23
E06000005,40_44,M,S,2012,22
E06000005,45_49,M,S,2012,25
E06000005,50_54,M,S,2012,29
E06000005,55_59,M,S,2012,8
E06000005,60_64,M,S,2012,19
E06000005,65_69,M,S,2012,16
E06000005,70_74,M,S,2012,13
E06000005,75_79,M,S,2012,18
E06000005,80_84,M,S,2012,9
E06000005,85&,M,S,2012,19
E06000005,TOT,M,S,2012,313
E06000005,0_4,F,C,2012,0
E06000005,5_9,F,C,2012,0
E06000005,10_14,F,C,2012,0
E06000005,15_19,F,C,2012,0
E06000005,20_24,F,C,2012,0
E06000005,25_29,F,C,2012,0
E06000005,30_34,F,C,2012,0
E06000005,35_39,F,C,2012,0
E06000005,40_44,F,C,2012,5
E06000005,45_49,F,C,2012,0
E06000005,50_54,F,C,2012,0
E06000005,55_59,F,C,2012,4
E06000005,60_64,F,C,2012,0
E06000005,65_69,F,C,2012,5
E06000005,70_74,F,C,2012,8
E06000005,75_79,F,C,2012,19
E06000005,80_84,F,C,2012,21
E06000005,85&,F,C,2012,36
E06000005,TOT,F,C,2012,99
E06000005,0_4,F,P,2012,0
E06000005,5_9,F,P,2012,0
E06000005,10_14,F,P,2012,0
E06000005,15_19,F,P,2012,0
E06000005,20_24,F,P,2012,0
E06000005,25_29,F,P,2012,0
E06000005,30_34,F,P,2012,2
E06000005,35_39,F,P,2012,0
E06000005,40_44,F,P,2012,0
E06000005,45_49,F,P,2012,1
E06000005,50_54,F,P,2012,3
E06000005,55_59,F,P,2012,2
E06000005,60_64,F,P,2012,8
E06000005,65_69,F,P,2012,10
E06000005,70_74,F,P,2012,19
E06000005,75_79,F,P,2012,46
E06000005,80_84,F,P,2012,89
E06000005,85&,F,P,2012,365
E06000005,TOT,F,P,2012,545
E06000005,0_4,F,S,2012,4
E06000005,5_9,F,S,2012,4
E06000005,10_14,F,S,2012,17
E06000005,15_19,F,S,2012,43
E06000005,20_24,F,S,2012,18
E06000005,25_29,F,S,2012,19
E06000005,30_34,F,S,2012,13
E06000005,35_39,F,S,2012,16
E06000005,40_44,F,S,2012,7
E06000005,45_49,F,S,2012,7
E06000005,50_54,F,S,2012,9
E06000005,55_59,F,S,2012,8
E06000005,60_64,F,S,2012,14
E06000005,65_69,F,S,2012,8
E06000005,70_74,F,S,2012,10
E06000005,75_79,F,S,2012,9
E06000005,80_84,F,S,2012,15
E06000005,85&,F,S,2012,48
E06000005,TOT,F,S,2012,270
E06000005,0_4,M,C,2013,0
E06000005,5_9,M,C,2013,0
E06000005,10_14,M,C,2013,0
E06000005,15_19,M,C,2013,0
E06000005,20_24,M,C,2013,0
E06000005,25_29,M,C,2013,2
E06000005,30_34,M,C,2013,10
E06000005,35_39,M,C,2013,1
E06000005,40_44,M,C,2013,2
E06000005,45_49,M,C,2013,3
E06000005,50_54,M,C,2013,0
E06000005,55_59,M,C,2013,3
E06000005,60_64,M,C,2013,0
E06000005,65_69,M,C,2013,5
E06000005,70_74,M,C,2013,15
E06000005,75_79,M,C,2013,20
E06000005,80_84,M,C,2013,9
E06000005,85&,M,C,2013,34
E06000005,TOT,M,C,2013,103
E06000005,0_4,M,P,2013,0
E06000005,5_9,M,P,2013,0
E06000005,10_14,M,P,2013,0
E06000005,15_19,M,P,2013,0
E06000005,20_24,M,P,2013,0
E06000005,25_29,M,P,2013,2
E06000005,30_34,M,P,2013,3
E06000005,35_39,M,P,2013,0
E06000005,40_44,M,P,2013,4
E06000005,45_49,M,P,2013,8
E06000005,50_54,M,P,2013,4
E06000005,55_59,M,P,2013,3
E06000005,60_64,M,P,2013,4
E06000005,65_69,M,P,2013,2
E06000005,70_74,M,P,2013,8
E06000005,75_79,M,P,2013,9
E06000005,80_84,M,P,2013,31
E06000005,85&,M,P,2013,67
E06000005,TOT,M,P,2013,145
E06000005,0_4,M,S,2013,4
E06000005,5_9,M,S,2013,4
E06000005,10_14,M,S,2013,7
E06000005,15_19,M,S,2013,31
E06000005,20_24,M,S,2013,20
E06000005,25_29,M,S,2013,21
E06000005,30_34,M,S,2013,24
E06000005,35_39,M,S,2013,23
E06000005,40_44,M,S,2013,22
E06000005,45_49,M,S,2013,25
E06000005,50_54,M,S,2013,29
E06000005,55_59,M,S,2013,8
E06000005,60_64,M,S,2013,19
E06000005,65_69,M,S,2013,16
E06000005,70_74,M,S,2013,13
E06000005,75_79,M,S,2013,18
E06000005,80_84,M,S,2013,9
E06000005,85&,M,S,2013,20
E06000005,TOT,M,S,2013,315
E06000005,0_4,F,C,2013,0
E06000005,5_9,F,C,2013,0
E06000005,10_14,F,C,2013,0
E06000005,15_19,F,C,2013,0
E06000005,20_24,F,C,2013,0
E06000005,25_29,F,C,2013,0
E06000005,30_34,F,C,2013,0
E06000005,35_39,F,C,2013,0
E06000005,40_44,F,C,2013,5
E06000005,45_49,F,C,2013,0
E06000005,50_54,F,C,2013,0
E06000005,55_59,F,C,2013,4
E06000005,60_64,F,C,2013,0
E06000005,65_69,F,C,2013,5
E06000005,70_74,F,C,2013,8
E06000005,75_79,F,C,2013,20
E06000005,80_84,F,C,2013,22
E06000005,85&,F,C,2013,37
E06000005,TOT,F,C,2013,102
E06000005,0_4,F,P,2013,0
E06000005,5_9,F,P,2013,0
E06000005,10_14,F,P,2013,0
E06000005,15_19,F,P,2013,0
E06000005,20_24,F,P,2013,0
E06000005,25_29,F,P,2013,0
E06000005,30_34,F,P,2013,2
E06000005,35_39,F,P,2013,0
E06000005,40_44,F,P,2013,0
E06000005,45_49,F,P,2013,1
E06000005,50_54,F,P,2013,3
E06000005,55_59,F,P,2013,2
E06000005,60_64,F,P,2013,8
E06000005,65_69,F,P,2013,10
E06000005,70_74,F,P,2013,19
E06000005,75_79,F,P,2013,46
E06000005,80_84,F,P,2013,89
E06000005,85&,F,P,2013,365
E06000005,TOT,F,P,2013,545
E06000005,0_4,F,S,2013,4
E06000005,5_9,F,S,2013,4
E06000005,10_14,F,S,2013,17
E06000005,15_19,F,S,2013,43
E06000005,20_24,F,S,2013,18
E06000005,25_29,F,S,2013,19
E06000005,30_34,F,S,2013,13
E06000005,35_39,F,S,2013,16
E06000005,40_44,F,S,2013,7
E06000005,45_49,F,S,2013,7
E06000005,50_54,F,S,2013,9
E06000005,55_59,F,S,2013,8
E06000005,60_64,F,S,2013,14
E06000005,65_69,F,S,2013,8
E06000005,70_74,F,S,2013,10
E06000005,75_79,F,S,2013,8
E06000005,80_84,F,S,2013,15
E06000005,85&,F,S,2013,48
E06000005,TOT,F,S,2013,269
E06000005,0_4,M,C,2014,0
E06000005,5_9,M,C,2014,0
E06000005,10_14,M,C,2014,0
E06000005,15_19,M,C,2014,0
E06000005,20_24,M,C,2014,0
E06000005,25_29,M,C,2014,2
E06000005,30_34,M,C,2014,10
E06000005,35_39,M,C,2014,1
E06000005,40_44,M,C,2014,2
E06000005,45_49,M,C,2014,3
E06000005,50_54,M,C,2014,0
E06000005,55_59,M,C,2014,3
E06000005,60_64,M,C,2014,0
E06000005,65_69,M,C,2014,5
E06000005,70_74,M,C,2014,15
E06000005,75_79,M,C,2014,21
E06000005,80_84,M,C,2014,9
E06000005,85&,M,C,2014,36
E06000005,TOT,M,C,2014,106
E06000005,0_4,M,P,2014,0
E06000005,5_9,M,P,2014,0
E06000005,10_14,M,P,2014,0
E06000005,15_19,M,P,2014,0
E06000005,20_24,M,P,2014,0
E06000005,25_29,M,P,2014,2
E06000005,30_34,M,P,2014,3
E06000005,35_39,M,P,2014,0
E06000005,40_44,M,P,2014,4
E06000005,45_49,M,P,2014,8
E06000005,50_54,M,P,2014,4
E06000005,55_59,M,P,2014,3
E06000005,60_64,M,P,2014,4
E06000005,65_69,M,P,2014,2
E06000005,70_74,M,P,2014,8
E06000005,75_79,M,P,2014,10
E06000005,80_84,M,P,2014,32
E06000005,85&,M,P,2014,69
E06000005,TOT,M,P,2014,148
E06000005,0_4,M,S,2014,4
E06000005,5_9,M,S,2014,4
E06000005,10_14,M,S,2014,7
E06000005,15_19,M,S,2014,31
E06000005,20_24,M,S,2014,20
E06000005,25_29,M,S,2014,21
E06000005,30_34,M,S,2014,24
E06000005,35_39,M,S,2014,23
E06000005,40_44,M,S,2014,22
E06000005,45_49,M,S,2014,25
E06000005,50_54,M,S,2014,29
E06000005,55_59,M,S,2014,8
E06000005,60_64,M,S,2014,19
E06000005,65_69,M,S,2014,16
E06000005,70_74,M,S,2014,13
E06000005,75_79,M,S,2014,19
E06000005,80_84,M,S,2014,10
E06000005,85&,M,S,2014,21
E06000005,TOT,M,S,2014,316
E06000005,0_4,F,C,2014,0
E06000005,5_9,F,C,2014,0
E06000005,10_14,F,C,2014,0
E06000005,15_19,F,C,2014,0
E06000005,20_24,F,C,2014,0
E06000005,25_29,F,C,2014,0
E06000005,30_34,F,C,2014,0
E06000005,35_39,F,C,2014,0
E06000005,40_44,F,C,2014,5
E06000005,45_49,F,C,2014,0
E06000005,50_54,F,C,2014,0
E06000005,55_59,F,C,2014,4
E06000005,60_64,F,C,2014,0
E06000005,65_69,F,C,2014,5
E06000005,70_74,F,C,2014,8
E06000005,75_79,F,C,2014,21
E06000005,80_84,F,C,2014,22
E06000005,85&,F,C,2014,40
E06000005,TOT,F,C,2014,106
E06000005,0_4,F,P,2014,0
E06000005,5_9,F,P,2014,0
E06000005,10_14,F,P,2014,0
E06000005,15_19,F,P,2014,0
E06000005,20_24,F,P,2014,0
E06000005,25_29,F,P,2014,0
E06000005,30_34,F,P,2014,2
E06000005,35_39,F,P,2014,0
E06000005,40_44,F,P,2014,0
E06000005,45_49,F,P,2014,1
E06000005,50_54,F,P,2014,3
E06000005,55_59,F,P,2014,2
E06000005,60_64,F,P,2014,8
E06000005,65_69,F,P,2014,10
E06000005,70_74,F,P,2014,19
E06000005,75_79,F,P,2014,47
E06000005,80_84,F,P,2014,86
E06000005,85&,F,P,2014,374
E06000005,TOT,F,P,2014,552
E06000005,0_4,F,S,2014,4
E06000005,5_9,F,S,2014,4
E06000005,10_14,F,S,2014,17
E06000005,15_19,F,S,2014,43
E06000005,20_24,F,S,2014,18
E06000005,25_29,F,S,2014,19
E06000005,30_34,F,S,2014,13
E06000005,35_39,F,S,2014,16
E06000005,40_44,F,S,2014,7
E06000005,45_49,F,S,2014,7
E06000005,50_54,F,S,2014,9
E06000005,55_59,F,S,2014,8
E06000005,60_64,F,S,2014,14
E06000005,65_69,F,S,2014,8
E06000005,70_74,F,S,2014,10
E06000005,75_79,F,S,2014,8
E06000005,80_84,F,S,2014,15
E06000005,85&,F,S,2014,48
E06000005,TOT,F,S,2014,269
E06000005,0_4,M,C,2015,0
E06000005,5_9,M,C,2015,0
E06000005,10_14,M,C,2015,0
E06000005,15_19,M,C,2015,0
E06000005,20_24,M,C,2015,0
E06000005,25_29,M,C,2015,2
E06000005,30_34,M,C,2015,10
E06000005,35_39,M,C,2015,1
E06000005,40_44,M,C,2015,2
E06000005,45_49,M,C,2015,3
E06000005,50_54,M,C,2015,0
E06000005,55_59,M,C,2015,3
E06000005,60_64,M,C,2015,0
E06000005,65_69,M,C,2015,5
E06000005,70_74,M,C,2015,15
E06000005,75_79,M,C,2015,21
E06000005,80_84,M,C,2015,10
E06000005,85&,M,C,2015,37
E06000005,TOT,M,C,2015,108
E06000005,0_4,M,P,2015,0
E06000005,5_9,M,P,2015,0
E06000005,10_14,M,P,2015,0
E06000005,15_19,M,P,2015,0
E06000005,20_24,M,P,2015,0
E06000005,25_29,M,P,2015,2
E06000005,30_34,M,P,2015,3
E06000005,35_39,M,P,2015,0
E06000005,40_44,M,P,2015,4
E06000005,45_49,M,P,2015,8
E06000005,50_54,M,P,2015,4
E06000005,55_59,M,P,2015,3
E06000005,60_64,M,P,2015,4
E06000005,65_69,M,P,2015,2
E06000005,70_74,M,P,2015,8
E06000005,75_79,M,P,2015,10
E06000005,80_84,M,P,2015,34
E06000005,85&,M,P,2015,71
E06000005,TOT,M,P,2015,152
E06000005,0_4,M,S,2015,4
E06000005,5_9,M,S,2015,4
E06000005,10_14,M,S,2015,7
E06000005,15_19,M,S,2015,31
E06000005,20_24,M,S,2015,20
E06000005,25_29,M,S,2015,21
E06000005,30_34,M,S,2015,24
E06000005,35_39,M,S,2015,23
E06000005,40_44,M,S,2015,22
E06000005,45_49,M,S,2015,25
E06000005,50_54,M,S,2015,29
E06000005,55_59,M,S,2015,8
E06000005,60_64,M,S,2015,19
E06000005,65_69,M,S,2015,16
E06000005,70_74,M,S,2015,13
E06000005,75_79,M,S,2015,19
E06000005,80_84,M,S,2015,10
E06000005,85&,M,S,2015,21
E06000005,TOT,M,S,2015,317
E06000005,0_4,F,C,2015,0
E06000005,5_9,F,C,2015,0
E06000005,10_14,F,C,2015,0
E06000005,15_19,F,C,2015,0
E06000005,20_24,F,C,2015,0
E06000005,25_29,F,C,2015,0
E06000005,30_34,F,C,2015,0
E06000005,35_39,F,C,2015,0
E06000005,40_44,F,C,2015,5
E06000005,45_49,F,C,2015,0
E06000005,50_54,F,C,2015,0
E06000005,55_59,F,C,2015,4
E06000005,60_64,F,C,2015,0
E06000005,65_69,F,C,2015,5
E06000005,70_74,F,C,2015,8
E06000005,75_79,F,C,2015,21
E06000005,80_84,F,C,2015,24
E06000005,85&,F,C,2015,42
E06000005,TOT,F,C,2015,110
E06000005,0_4,F,P,2015,0
E06000005,5_9,F,P,2015,0
E06000005,10_14,F,P,2015,0
E06000005,15_19,F,P,2015,0
E06000005,20_24,F,P,2015,0
E06000005,25_29,F,P,2015,0
E06000005,30_34,F,P,2015,2
E06000005,35_39,F,P,2015,0
E06000005,40_44,F,P,2015,0
E06000005,45_49,F,P,2015,1
E06000005,50_54,F,P,2015,3
E06000005,55_59,F,P,2015,2
E06000005,60_64,F,P,2015,8
E06000005,65_69,F,P,2015,10
E06000005,70_74,F,P,2015,19
E06000005,75_79,F,P,2015,47
E06000005,80_84,F,P,2015,88
E06000005,85&,F,P,2015,379
E06000005,TOT,F,P,2015,559
E06000005,0_4,F,S,2015,4
E06000005,5_9,F,S,2015,4
E06000005,10_14,F,S,2015,17
E06000005,15_19,F,S,2015,43
E06000005,20_24,F,S,2015,18
E06000005,25_29,F,S,2015,19
E06000005,30_34,F,S,2015,13
E06000005,35_39,F,S,2015,16
E06000005,40_44,F,S,2015,7
E06000005,45_49,F,S,2015,7
E06000005,50_54,F,S,2015,9
E06000005,55_59,F,S,2015,8
E06000005,60_64,F,S,2015,14
E06000005,65_69,F,S,2015,8
E06000005,70_74,F,S,2015,10
E06000005,75_79,F,S,2015,8
E06000005,80_84,F,S,2015,15
E06000005,85&,F,S,2015,48
E06000005,TOT,F,S,2015,268
E06000005,0_4,M,C,2016,0
E06000005,5_9,M,C,2016,0
E06000005,10_14,M,C,2016,0
E06000005,15_19,M,C,2016,0
E06000005,20_24,M,C,2016,0
E06000005,25_29,M,C,2016,2
E06000005,30_34,M,C,2016,10
E06000005,35_39,M,C,2016,1
E06000005,40_44,M,C,2016,2
E06000005,45_49,M,C,2016,3
E06000005,50_54,M,C,2016,0
E06000005,55_59,M,C,2016,3
E06000005,60_64,M,C,2016,0
E06000005,65_69,M,C,2016,5
E06000005,70_74,M,C,2016,15
E06000005,75_79,M,C,2016,21
E06000005,80_84,M,C,2016,11
E06000005,85&,M,C,2016,39
E06000005,TOT,M,C,2016,111
E06000005,0_4,M,P,2016,0
E06000005,5_9,M,P,2016,0
E06000005,10_14,M,P,2016,0
E06000005,15_19,M,P,2016,0
E06000005,20_24,M,P,2016,0
E06000005,25_29,M,P,2016,2
E06000005,30_34,M,P,2016,3
E06000005,35_39,M,P,2016,0
E06000005,40_44,M,P,2016,4
E06000005,45_49,M,P,2016,8
E06000005,50_54,M,P,2016,4
E06000005,55_59,M,P,2016,3
E06000005,60_64,M,P,2016,4
E06000005,65_69,M,P,2016,2
E06000005,70_74,M,P,2016,8
E06000005,75_79,M,P,2016,10
E06000005,80_84,M,P,2016,35
E06000005,85&,M,P,2016,73
E06000005,TOT,M,P,2016,154
E06000005,0_4,M,S,2016,4
E06000005,5_9,M,S,2016,4
E06000005,10_14,M,S,2016,7
E06000005,15_19,M,S,2016,31
E06000005,20_24,M,S,2016,20
E06000005,25_29,M,S,2016,21
E06000005,30_34,M,S,2016,24
E06000005,35_39,M,S,2016,23
E06000005,40_44,M,S,2016,22
E06000005,45_49,M,S,2016,25
E06000005,50_54,M,S,2016,29
E06000005,55_59,M,S,2016,8
E06000005,60_64,M,S,2016,19
E06000005,65_69,M,S,2016,16
E06000005,70_74,M,S,2016,13
E06000005,75_79,M,S,2016,19
E06000005,80_84,M,S,2016,10
E06000005,85&,M,S,2016,22
E06000005,TOT,M,S,2016,319
E06000005,0_4,F,C,2016,0
E06000005,5_9,F,C,2016,0
E06000005,10_14,F,C,2016,0
E06000005,15_19,F,C,2016,0
E06000005,20_24,F,C,2016,0
E06000005,25_29,F,C,2016,0
E06000005,30_34,F,C,2016,0
E06000005,35_39,F,C,2016,0
E06000005,40_44,F,C,2016,5
E06000005,45_49,F,C,2016,0
E06000005,50_54,F,C,2016,0
E06000005,55_59,F,C,2016,4
E06000005,60_64,F,C,2016,0
E06000005,65_69,F,C,2016,5
E06000005,70_74,F,C,2016,8
E06000005,75_79,F,C,2016,21
E06000005,80_84,F,C,2016,25
E06000005,85&,F,C,2016,45
E06000005,TOT,F,C,2016,114
E06000005,0_4,F,P,2016,0
E06000005,5_9,F,P,2016,0
E06000005,10_14,F,P,2016,0
E06000005,15_19,F,P,2016,0
E06000005,20_24,F,P,2016,0
E06000005,25_29,F,P,2016,0
E06000005,30_34,F,P,2016,2
E06000005,35_39,F,P,2016,0
E06000005,40_44,F,P,2016,0
E06000005,45_49,F,P,2016,1
E06000005,50_54,F,P,2016,3
E06000005,55_59,F,P,2016,2
E06000005,60_64,F,P,2016,8
E06000005,65_69,F,P,2016,10
E06000005,70_74,F,P,2016,19
E06000005,75_79,F,P,2016,46
E06000005,80_84,F,P,2016,90
E06000005,85&,F,P,2016,381
E06000005,TOT,F,P,2016,562
E06000005,0_4,F,S,2016,4
E06000005,5_9,F,S,2016,4
E06000005,10_14,F,S,2016,17
E06000005,15_19,F,S,2016,43
E06000005,20_24,F,S,2016,18
E06000005,25_29,F,S,2016,19
E06000005,30_34,F,S,2016,13
E06000005,35_39,F,S,2016,16
E06000005,40_44,F,S,2016,7
E06000005,45_49,F,S,2016,7
E06000005,50_54,F,S,2016,9
E06000005,55_59,F,S,2016,8
E06000005,60_64,F,S,2016,14
E06000005,65_69,F,S,2016,8
E06000005,70_74,F,S,2016,10
E06000005,75_79,F,S,2016,8
E06000005,80_84,F,S,2016,15
E06000005,85&,F,S,2016,47
E06000005,TOT,F,S,2016,267
E06000005,0_4,M,C,2017,0
E06000005,5_9,M,C,2017,0
E06000005,10_14,M,C,2017,0
E06000005,15_19,M,C,2017,0
E06000005,20_24,M,C,2017,0
E06000005,25_29,M,C,2017,2
E06000005,30_34,M,C,2017,10
E06000005,35_39,M,C,2017,1
E06000005,40_44,M,C,2017,2
E06000005,45_49,M,C,2017,3
E06000005,50_54,M,C,2017,0
E06000005,55_59,M,C,2017,3
E06000005,60_64,M,C,2017,0
E06000005,65_69,M,C,2017,5
E06000005,70_74,M,C,2017,15
E06000005,75_79,M,C,2017,22
E06000005,80_84,M,C,2017,11
E06000005,85&,M,C,2017,41
E06000005,TOT,M,C,2017,113
E06000005,0_4,M,P,2017,0
E06000005,5_9,M,P,2017,0
E06000005,10_14,M,P,2017,0
E06000005,15_19,M,P,2017,0
E06000005,20_24,M,P,2017,0
E06000005,25_29,M,P,2017,2
E06000005,30_34,M,P,2017,3
E06000005,35_39,M,P,2017,0
E06000005,40_44,M,P,2017,4
E06000005,45_49,M,P,2017,8
E06000005,50_54,M,P,2017,4
E06000005,55_59,M,P,2017,3
E06000005,60_64,M,P,2017,4
E06000005,65_69,M,P,2017,2
E06000005,70_74,M,P,2017,8
E06000005,75_79,M,P,2017,10
E06000005,80_84,M,P,2017,35
E06000005,85&,M,P,2017,75
E06000005,TOT,M,P,2017,157
E06000005,0_4,M,S,2017,4
E06000005,5_9,M,S,2017,4
E06000005,10_14,M,S,2017,7
E06000005,15_19,M,S,2017,31
E06000005,20_24,M,S,2017,20
E06000005,25_29,M,S,2017,21
E06000005,30_34,M,S,2017,24
E06000005,35_39,M,S,2017,23
E06000005,40_44,M,S,2017,22
E06000005,45_49,M,S,2017,25
E06000005,50_54,M,S,2017,29
E06000005,55_59,M,S,2017,8
E06000005,60_64,M,S,2017,19
E06000005,65_69,M,S,2017,16
E06000005,70_74,M,S,2017,13
E06000005,75_79,M,S,2017,20
E06000005,80_84,M,S,2017,10
E06000005,85&,M,S,2017,23
E06000005,TOT,M,S,2017,320
E06000005,0_4,F,C,2017,0
E06000005,5_9,F,C,2017,0
E06000005,10_14,F,C,2017,0
E06000005,15_19,F,C,2017,0
E06000005,20_24,F,C,2017,0
E06000005,25_29,F,C,2017,0
E06000005,30_34,F,C,2017,0
E06000005,35_39,F,C,2017,0
E06000005,40_44,F,C,2017,5
E06000005,45_49,F,C,2017,0
E06000005,50_54,F,C,2017,0
E06000005,55_59,F,C,2017,4
E06000005,60_64,F,C,2017,0
E06000005,65_69,F,C,2017,5
E06000005,70_74,F,C,2017,8
E06000005,75_79,F,C,2017,21
E06000005,80_84,F,C,2017,27
E06000005,85&,F,C,2017,47
E06000005,TOT,F,C,2017,118
E06000005,0_4,F,P,2017,0
E06000005,5_9,F,P,2017,0
E06000005,10_14,F,P,2017,0
E06000005,15_19,F,P,2017,0
E06000005,20_24,F,P,2017,0
E06000005,25_29,F,P,2017,0
E06000005,30_34,F,P,2017,2
E06000005,35_39,F,P,2017,0
E06000005,40_44,F,P,2017,0
E06000005,45_49,F,P,2017,1
E06000005,50_54,F,P,2017,3
E06000005,55_59,F,P,2017,2
E06000005,60_64,F,P,2017,8
E06000005,65_69,F,P,2017,10
E06000005,70_74,F,P,2017,19
E06000005,75_79,F,P,2017,44
E06000005,80_84,F,P,2017,92
